"Collection.Year","ST.Achtman.7.Gene.MLST.","Assembly.barcode.Assembly.stats.","blaTEM-1B_1","blaCTX-M-15_1","ST_20","ST_100"
2012,3468,"ESC_AA6094AA_AS",0,0,"Other","Other"
2012,3469,"ESC_AA6095AA_AS",0,0,"Other","Other"
2012,3470,"ESC_AA6096AA_AS",0,0,"Other","Other"
2012,3471,"ESC_AA6097AA_AS",0,0,"Other","Other"
2012,3472,"ESC_AA6098AA_AS",0,0,"Other","Other"
2012,3473,"ESC_AA6099AA_AS",0,0,"Other","Other"
2012,3474,"ESC_AA6100AA_AS",0,0,"Other","Other"
2012,3876,"ESC_AA6452AA_AS",0,0,"Other","Other"
2012,4305,"ESC_AA6858AA_AS",0,0,"Other","Other"
2010,4305,"ESC_AA6859AA_AS",0,0,"Other","Other"
2013,4602,"ESC_AA7122AA_AS",0,0,"Other","Other"
2013,4603,"ESC_AA7123AA_AS",0,0,"Other","Other"
2012,4604,"ESC_AA7124AA_AS",0,0,"Other","Other"
2013,4605,"ESC_AA7125AA_AS",0,0,"Other","Other"
2010,4766,"ESC_AA7287AA_AS",0,0,"Other","Other"
2008,4767,"ESC_AA7288AA_AS",0,0,"Other","Other"
2013,245,"ESC_EB5636AA_AS",1,0,"245","245"
2013,245,"ESC_EB5637AA_AS",1,0,"245","245"
2013,245,"ESC_EB5638AA_AS",1,0,"245","245"
2013,245,"ESC_EB5639AA_AS",1,0,"245","245"
2013,245,"ESC_EB5640AA_AS",1,0,"245","245"
2013,245,"ESC_EB5641AA_AS",1,0,"245","245"
2013,245,"ESC_CA1729AA_AS",1,0,"245","245"
2013,245,"ESC_CA2133AA_AS",1,0,"245","245"
2009,21,"ESC_BA5573AA_AS",0,0,"21","21"
2009,21,"ESC_CA1107AA_AS",0,0,"21","21"
2012,21,"ESC_AA9419AA_AS",0,0,"21","21"
2009,21,"ESC_BA3176AA_AS",0,0,"21","21"
2013,29,"ESC_BA0620AA_AS",0,0,"29","29"
2012,21,"ESC_BA9064AA_AS",1,0,"21","21"
2012,21,"ESC_BA3534AA_AS",1,0,"21","21"
2013,29,"ESC_BA4742AA_AS",0,0,"29","29"
2010,21,"ESC_BA0702AA_AS",0,0,"21","21"
2013,21,"ESC_CA5018AA_AS",0,0,"21","21"
2012,21,"ESC_BA2923AA_AS",0,0,"21","21"
2012,29,"ESC_CA1090AA_AS",0,0,"29","29"
2012,21,"ESC_CA3616AA_AS",1,0,"21","21"
2012,21,"ESC_CA1744AA_AS",1,0,"21","21"
2010,21,"ESC_BA2773AA_AS",1,0,"21","21"
2011,21,"ESC_BA6922AA_AS",0,0,"21","21"
2012,21,"ESC_CA3412AA_AS",1,0,"21","21"
2010,21,"ESC_AA9971AA_AS",0,0,"21","21"
2004,1502,"ESC_CA3982AA_AS",0,0,"Other","Other"
2011,152,"ESC_EB7123AA_AS",0,0,"152","152"
2011,152,"ESC_EB7124AA_AS",0,0,"152","152"
2011,152,"ESC_BA6847AA_AS",1,0,"152","152"
2011,152,"ESC_EB7125AA_AS",0,0,"152","152"
2011,152,"ESC_EB7126AA_AS",1,0,"152","152"
2011,152,"ESC_EB7127AA_AS",0,0,"152","152"
2011,152,"ESC_EB7128AA_AS",1,0,"152","152"
2011,152,"ESC_EB7129AA_AS",1,0,"152","152"
1951,631,"ESC_EB7158AA_AS",0,0,"Other","Other"
1951,631,"ESC_TB5737AA_AS",0,0,"Other","Other"
1949,628,"ESC_TB5738AA_AS",0,0,"Other","628"
2011,245,"ESC_EB7905AA_AS",0,0,"245","245"
2011,245,"ESC_EB7906AA_AS",0,0,"245","245"
2010,245,"ESC_EB7907AA_AS",0,0,"245","245"
2010,245,"ESC_EB7908AA_AS",0,0,"245","245"
2009,245,"ESC_EB7909AA_AS",0,0,"245","245"
2009,1025,"ESC_EB7910AA_AS",0,0,"Other","1025"
2008,245,"ESC_EB7911AA_AS",0,0,"245","245"
2008,1025,"ESC_EB7912AA_AS",0,0,"Other","1025"
2011,5586,"ESC_EB7913AA_AS",0,0,"Other","Other"
2011,1025,"ESC_EB7914AA_AS",0,0,"Other","1025"
2010,1025,"ESC_EB7915AA_AS",0,0,"Other","1025"
2010,245,"ESC_EB7916AA_AS",0,0,"245","245"
2009,245,"ESC_EB7917AA_AS",0,0,"245","245"
2009,245,"ESC_EB7918AA_AS",0,0,"245","245"
2008,245,"ESC_EB7919AA_AS",1,0,"245","245"
2008,245,"ESC_EB7920AA_AS",0,0,"245","245"
2011,245,"ESC_EB7922AA_AS",0,0,"245","245"
2010,1025,"ESC_EB7923AA_AS",0,0,"Other","1025"
2010,245,"ESC_EB7924AA_AS",0,0,"245","245"
2009,245,"ESC_EB7925AA_AS",0,0,"245","245"
2009,245,"ESC_EB7926AA_AS",0,0,"245","245"
2008,245,"ESC_EB7927AA_AS",0,0,"245","245"
2008,245,"ESC_EB7928AA_AS",0,0,"245","245"
2011,245,"ESC_EB7929AA_AS",0,0,"245","245"
2011,245,"ESC_EB7930AA_AS",0,0,"245","245"
2011,245,"ESC_EB7931AA_AS",0,0,"245","245"
2010,245,"ESC_EB7932AA_AS",0,0,"245","245"
2010,245,"ESC_EB7933AA_AS",0,0,"245","245"
2009,245,"ESC_EB7934AA_AS",0,0,"245","245"
2009,245,"ESC_EB7935AA_AS",0,0,"245","245"
2008,245,"ESC_EB7936AA_AS",0,0,"245","245"
2011,245,"ESC_EB7937AA_AS",0,0,"245","245"
2011,245,"ESC_EB7938AA_AS",1,0,"245","245"
2011,245,"ESC_EB7939AA_AS",0,0,"245","245"
2010,245,"ESC_EB7940AA_AS",0,0,"245","245"
2010,245,"ESC_EB7941AA_AS",0,0,"245","245"
2009,245,"ESC_EB7942AA_AS",0,0,"245","245"
2009,1025,"ESC_EB7943AA_AS",0,0,"Other","1025"
2008,245,"ESC_EB7944AA_AS",0,0,"245","245"
2011,245,"ESC_EB7945AA_AS",0,0,"245","245"
2011,245,"ESC_EB7946AA_AS",0,0,"245","245"
2010,245,"ESC_EB7947AA_AS",0,0,"245","245"
2010,245,"ESC_EB7948AA_AS",0,0,"245","245"
2010,245,"ESC_EB7949AA_AS",0,0,"245","245"
2009,245,"ESC_EB7950AA_AS",0,0,"245","245"
2009,245,"ESC_EB7951AA_AS",0,0,"245","245"
2008,245,"ESC_EB7952AA_AS",0,0,"245","245"
2011,1025,"ESC_EB7953AA_AS",0,0,"Other","1025"
2011,1025,"ESC_EB7954AA_AS",0,0,"Other","1025"
2010,5598,"ESC_EB7955AA_AS",0,0,"Other","Other"
2010,245,"ESC_EB7956AA_AS",0,0,"245","245"
2010,245,"ESC_EB7957AA_AS",0,0,"245","245"
2009,245,"ESC_EB7958AA_AS",0,0,"245","245"
2009,245,"ESC_EB7959AA_AS",0,0,"245","245"
2008,245,"ESC_EB7960AA_AS",0,0,"245","245"
2011,245,"ESC_EB7961AA_AS",0,0,"245","245"
2011,245,"ESC_EB7962AA_AS",0,0,"245","245"
2010,245,"ESC_EB7963AA_AS",0,0,"245","245"
2010,245,"ESC_EB7964AA_AS",0,0,"245","245"
2010,245,"ESC_EB7965AA_AS",0,0,"245","245"
2009,1025,"ESC_EB7966AA_AS",0,0,"Other","1025"
2009,245,"ESC_EB7967AA_AS",0,0,"245","245"
2008,245,"ESC_EB7968AA_AS",0,0,"245","245"
2011,245,"ESC_EB7969AA_AS",1,0,"245","245"
2011,1025,"ESC_EB7970AA_AS",0,0,"Other","1025"
2010,1025,"ESC_EB7971AA_AS",0,0,"Other","1025"
2010,245,"ESC_EB7972AA_AS",0,0,"245","245"
2009,245,"ESC_EB7973AA_AS",0,0,"245","245"
2009,245,"ESC_EB7974AA_AS",0,0,"245","245"
2009,245,"ESC_EB7975AA_AS",0,0,"245","245"
2008,245,"ESC_EB7976AA_AS",0,0,"245","245"
2011,245,"ESC_EB7977AA_AS",0,0,"245","245"
2011,245,"ESC_EB7978AA_AS",0,0,"245","245"
2010,245,"ESC_EB7979AA_AS",0,0,"245","245"
2010,245,"ESC_EB7980AA_AS",0,0,"245","245"
2009,245,"ESC_EB7981AA_AS",0,0,"245","245"
2009,245,"ESC_EB7982AA_AS",0,0,"245","245"
2008,245,"ESC_EB7983AA_AS",0,0,"245","245"
2008,245,"ESC_EB7984AA_AS",0,0,"245","245"
2011,245,"ESC_EB7985AA_AS",0,0,"245","245"
2011,5554,"ESC_EB7986AA_AS",0,0,"Other","Other"
2010,245,"ESC_EB7987AA_AS",0,0,"245","245"
2010,1025,"ESC_EB7988AA_AS",0,0,"Other","1025"
2009,245,"ESC_EB7989AA_AS",0,0,"245","245"
2009,245,"ESC_EB7990AA_AS",0,0,"245","245"
2008,245,"ESC_EB7991AA_AS",0,0,"245","245"
2008,245,"ESC_EB7992AA_AS",0,0,"245","245"
2011,1025,"ESC_EB7993AA_AS",0,0,"Other","1025"
2011,245,"ESC_EB7994AA_AS",0,0,"245","245"
2010,5400,"ESC_EB7995AA_AS",0,0,"Other","Other"
2010,245,"ESC_EB7996AA_AS",0,0,"245","245"
2009,245,"ESC_EB7997AA_AS",0,0,"245","245"
2009,1025,"ESC_EB7998AA_AS",0,0,"Other","1025"
2008,1025,"ESC_EB7999AA_AS",1,0,"Other","1025"
2008,245,"ESC_EB8000AA_AS",0,0,"245","245"
2014,678,"ESC_BA8620AA_AS",1,0,"Other","678"
2014,5533,"ESC_BA7545AA_AS",1,0,"Other","Other"
1952,243,"ESC_EB8333AA_AS",0,0,"Other","243"
2011,152,"ESC_BA6271AA_AS",1,0,"152","152"
2011,152,"ESC_EB8341AA_AS",1,0,"152","152"
2011,152,"ESC_BA1759AA_AS",1,0,"152","152"
2011,152,"ESC_BA2198AA_AS",1,0,"152","152"
2011,152,"ESC_BA3404AA_AS",1,0,"152","152"
2011,152,"ESC_EB8342AA_AS",0,0,"152","152"
2011,152,"ESC_EB8343AA_AS",1,0,"152","152"
2011,152,"ESC_FA7094AA_AS",1,0,"152","152"
2011,152,"ESC_BA2498AA_AS",0,0,"152","152"
2011,152,"ESC_BA4418AA_AS",1,0,"152","152"
2011,152,"ESC_CA1487AA_AS",0,0,"152","152"
2011,152,"ESC_CA2390AA_AS",1,0,"152","152"
2011,152,"ESC_BA7430AA_AS",1,0,"152","152"
1961,628,"ESC_TB5771AA_AS",0,0,"Other","628"
1951,631,"ESC_TB5772AA_AS",0,0,"Other","Other"
1951,631,"ESC_EB8351AA_AS",0,0,"Other","Other"
1955,631,"ESC_EB8352AA_AS",0,0,"Other","Other"
1972,628,"ESC_EB8355AA_AS",0,0,"Other","628"
1958,628,"ESC_EB8356AA_AS",0,0,"Other","628"
1963,628,"ESC_EB8357AA_AS",0,0,"Other","628"
2012,131,"ESC_BA1901AA_AS",0,0,"131","131"
2011,405,"ESC_CA3918AA_AS",1,1,"Other","405"
2011,131,"ESC_FA7054AA_AS",0,1,"131","131"
2011,131,"ESC_BA4737AA_AS",0,1,"131","131"
2011,131,"ESC_BA2299AA_AS",1,0,"131","131"
2011,131,"ESC_BA0848AA_AS",1,0,"131","131"
2009,131,"ESC_BA5891AA_AS",1,0,"131","131"
2009,131,"ESC_CA5729AA_AS",1,0,"131","131"
2009,131,"ESC_BA6984AA_AS",0,0,"131","131"
2009,131,"ESC_AA9754AA_AS",0,0,"131","131"
2009,131,"ESC_CA3077AA_AS",1,0,"131","131"
2009,131,"ESC_BA2553AA_AS",0,0,"131","131"
2009,131,"ESC_CA2094AA_AS",1,1,"131","131"
2009,131,"ESC_BA8416AA_AS",0,1,"131","131"
2009,131,"ESC_BA9633AA_AS",0,1,"131","131"
2009,131,"ESC_CA2624AA_AS",0,1,"131","131"
2009,131,"ESC_BA1336AA_AS",1,0,"131","131"
1969,48,"ESC_FA6806AA_AS",1,0,"Other","48"
1969,48,"ESC_FA6807AA_AS",1,0,"Other","48"
1991,1147,"ESC_FA6881AA_AS",0,0,"Other","Other"
1974,898,"ESC_FA6882AA_AS",0,0,"Other","Other"
1955,3,"ESC_FA6897AA_AS",0,0,"Other","Other"
1952,1611,"ESC_FA6899AA_AS",0,0,"Other","Other"
2010,131,"ESC_FA7830AA_AS",1,1,"131","131"
2010,131,"ESC_FA7832AA_AS",0,0,"131","131"
2010,131,"ESC_FA7834AA_AS",0,0,"131","131"
2009,131,"ESC_FA7835AA_AS",1,1,"131","131"
2010,131,"ESC_FA7836AA_AS",1,1,"131","131"
2010,131,"ESC_FA7837AA_AS",1,1,"131","131"
2009,131,"ESC_FA7838AA_AS",0,1,"131","131"
2008,131,"ESC_FA7839AA_AS",0,1,"131","131"
2010,131,"ESC_FA7840AA_AS",1,0,"131","131"
2010,131,"ESC_FA7841AA_AS",0,1,"131","131"
2010,131,"ESC_FA7842AA_AS",1,1,"131","131"
2010,131,"ESC_FA7843AA_AS",1,1,"131","131"
2010,131,"ESC_FA7845AA_AS",0,1,"131","131"
2010,131,"ESC_FA7846AA_AS",1,1,"131","131"
2010,131,"ESC_FA7847AA_AS",1,1,"131","131"
2010,131,"ESC_FA7848AA_AS",0,1,"131","131"
2009,131,"ESC_FA7849AA_AS",0,1,"131","131"
2009,131,"ESC_FA7850AA_AS",1,1,"131","131"
2008,131,"ESC_TB5951AA_AS",1,0,"131","131"
2010,131,"ESC_FA7852AA_AS",0,1,"131","131"
2009,131,"ESC_FA7853AA_AS",1,1,"131","131"
2009,131,"ESC_FA7854AA_AS",0,1,"131","131"
2008,131,"ESC_FA7856AA_AS",0,1,"131","131"
2008,131,"ESC_FA7857AA_AS",1,1,"131","131"
2010,131,"ESC_FA7858AA_AS",0,0,"131","131"
2010,131,"ESC_FA7859AA_AS",0,1,"131","131"
2008,131,"ESC_FA7860AA_AS",1,0,"131","131"
2013,1060,"ESC_FA7861AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7862AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7863AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7864AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7865AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7866AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7867AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7868AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7869AA_AS",1,1,"Other","Other"
2010,131,"ESC_FA7870AA_AS",1,1,"131","131"
2013,1060,"ESC_FA7871AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7872AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7873AA_AS",1,0,"Other","Other"
2013,1060,"ESC_FA7874AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7875AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7876AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7877AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7878AA_AS",0,0,"Other","Other"
2013,1060,"ESC_FA7879AA_AS",0,0,"Other","Other"
2013,1060,"ESC_FA7880AA_AS",1,0,"Other","Other"
2010,131,"ESC_FA7881AA_AS",0,1,"131","131"
2013,1060,"ESC_FA7882AA_AS",0,0,"Other","Other"
2013,1060,"ESC_FA7883AA_AS",1,0,"Other","Other"
2013,1060,"ESC_FA7884AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7885AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7886AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7887AA_AS",0,0,"Other","Other"
2013,1060,"ESC_FA7888AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7889AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7890AA_AS",0,1,"Other","Other"
2013,1060,"ESC_FA7891AA_AS",1,1,"Other","Other"
2013,1060,"ESC_FA7893AA_AS",0,0,"Other","Other"
1926,146,"ESC_CB3416AA_AS",0,0,"Other","Other"
1934,260,"ESC_GA0840AA_AS",0,0,"Other","Other"
1944,260,"ESC_GA0845AA_AS",0,0,"Other","Other"
1972,146,"ESC_GA0911AA_AS",0,0,"Other","Other"
1972,146,"ESC_GA0912AA_AS",0,0,"Other","Other"
1974,146,"ESC_GA0914AA_AS",0,0,"Other","Other"
1994,146,"ESC_GA0990AA_AS",0,0,"Other","Other"
1986,146,"ESC_GA1025AA_AS",0,0,"Other","Other"
1976,146,"ESC_GA1034AA_AS",0,0,"Other","Other"
1976,146,"ESC_GA1035AA_AS",0,0,"Other","Other"
1973,146,"ESC_GA1037AA_AS",0,0,"Other","Other"
2015,152,"ESC_GA1536AA_AS",1,0,"152","152"
2015,152,"ESC_EB2007AA_AS",1,1,"152","152"
2015,152,"ESC_EB2008AA_AS",1,1,"152","152"
2014,99,"ESC_GA3262AA_AS",1,1,"Other","99"
2014,99,"ESC_GA3263AA_AS",0,0,"Other","99"
2015,99,"ESC_GA3265AA_AS",0,0,"Other","99"
2015,99,"ESC_GA3267AA_AS",1,0,"Other","99"
2014,6067,"ESC_GA3268AA_AS",1,0,"Other","Other"
2014,99,"ESC_GA3269AA_AS",0,0,"Other","99"
2014,335,"ESC_GA3724AA_AS",0,0,"Other","335"
2014,335,"ESC_GA3723AA_AS",0,0,"Other","335"
2014,1819,"ESC_GA3722AA_AS",1,0,"Other","1819"
2014,21,"ESC_GA3721AA_AS",0,0,"21","21"
2014,21,"ESC_GA3720AA_AS",0,0,"21","21"
2014,25,"ESC_GA3719AA_AS",0,0,"25","25"
2014,300,"ESC_GA3718AA_AS",0,0,"Other","300"
2014,442,"ESC_GA3717AA_AS",0,0,"442","442"
2014,675,"ESC_GA3716AA_AS",0,0,"675","675"
2014,3593,"ESC_GA3715AA_AS",0,0,"Other","Other"
2014,300,"ESC_GA3714AA_AS",0,0,"Other","300"
2014,33,"ESC_GA3713AA_AS",0,0,"33","33"
2014,335,"ESC_GA3712AA_AS",0,0,"Other","335"
2014,21,"ESC_GA3711AA_AS",0,0,"21","21"
2014,21,"ESC_GA3710AA_AS",0,0,"21","21"
2014,442,"ESC_GA3709AA_AS",0,0,"442","442"
2014,33,"ESC_GA3708AA_AS",0,0,"33","33"
2014,33,"ESC_GA3707AA_AS",0,0,"33","33"
2014,386,"ESC_GA3706AA_AS",1,0,"Other","386"
2014,301,"ESC_GA3705AA_AS",0,0,"Other","301"
2014,117,"ESC_GA3704AA_AS",1,0,"Other","117"
2014,21,"ESC_GA3703AA_AS",0,0,"21","21"
2014,335,"ESC_GA3702AA_AS",0,0,"Other","335"
2014,21,"ESC_GA3701AA_AS",0,0,"21","21"
2014,17,"ESC_GA3700AA_AS",0,0,"17","17"
2014,675,"ESC_GA3699AA_AS",0,0,"675","675"
2014,442,"ESC_GA3698AA_AS",0,0,"442","442"
2014,17,"ESC_GA3697AA_AS",0,0,"17","17"
2014,442,"ESC_GA3696AA_AS",0,0,"442","442"
2014,297,"ESC_GA3695AA_AS",0,0,"Other","297"
2014,21,"ESC_GA3694AA_AS",0,0,"21","21"
2014,335,"ESC_GA3693AA_AS",0,0,"Other","335"
2014,10,"ESC_GA3692AA_AS",0,0,"10","10"
2014,33,"ESC_GA3691AA_AS",0,0,"33","33"
2014,21,"ESC_GA3690AA_AS",0,0,"21","21"
2014,1819,"ESC_GA3689AA_AS",0,0,"Other","1819"
2014,33,"ESC_GA3688AA_AS",0,0,"33","33"
2014,21,"ESC_GA3687AA_AS",0,0,"21","21"
2014,442,"ESC_GA3686AA_AS",0,0,"442","442"
2014,17,"ESC_GA3685AA_AS",0,0,"17","17"
2014,21,"ESC_GA3684AA_AS",0,0,"21","21"
2014,25,"ESC_GA3683AA_AS",0,0,"25","25"
2014,17,"ESC_GA3682AA_AS",0,0,"17","17"
2014,25,"ESC_GA3681AA_AS",0,0,"25","25"
2014,386,"ESC_GA3680AA_AS",0,0,"Other","386"
2014,442,"ESC_GA3679AA_AS",0,0,"442","442"
2014,335,"ESC_GA3678AA_AS",0,0,"Other","335"
2014,17,"ESC_GA3677AA_AS",0,0,"17","17"
2014,17,"ESC_GA3676AA_AS",0,0,"17","17"
2014,335,"ESC_GA3675AA_AS",0,0,"Other","335"
2014,21,"ESC_GA3674AA_AS",0,0,"21","21"
2014,738,"ESC_GA3673AA_AS",0,0,"Other","738"
2014,73,"ESC_GA3672AA_AS",0,0,"73","73"
2014,442,"ESC_GA3671AA_AS",0,0,"442","442"
2014,442,"ESC_GA3670AA_AS",0,0,"442","442"
2014,491,"ESC_GA3669AA_AS",0,0,"Other","Other"
2014,386,"ESC_GA3659AA_AS",0,0,"Other","386"
2014,550,"ESC_GA3658AA_AS",0,0,"Other","Other"
2014,335,"ESC_GA3657AA_AS",0,0,"Other","335"
2014,33,"ESC_GA3656AA_AS",0,0,"33","33"
2014,442,"ESC_GA3655AA_AS",0,0,"442","442"
2014,504,"ESC_GA3654AA_AS",1,0,"Other","504"
2014,442,"ESC_GA3653AA_AS",0,0,"442","442"
2014,335,"ESC_GA3652AA_AS",0,0,"Other","335"
2014,335,"ESC_GA3651AA_AS",0,0,"Other","335"
2014,17,"ESC_GA3650AA_AS",1,0,"17","17"
2014,335,"ESC_GA3649AA_AS",0,0,"Other","335"
2014,342,"ESC_GA3648AA_AS",0,0,"Other","342"
2014,21,"ESC_GA3647AA_AS",0,0,"21","21"
2014,10,"ESC_GA3646AA_AS",0,0,"10","10"
2014,17,"ESC_GA3645AA_AS",0,0,"17","17"
2014,10,"ESC_GA3644AA_AS",0,0,"10","10"
2014,25,"ESC_GA3643AA_AS",0,0,"25","25"
2014,17,"ESC_GA3642AA_AS",0,0,"17","17"
2014,29,"ESC_GA3641AA_AS",0,0,"29","29"
2014,278,"ESC_GA3640AA_AS",0,0,"Other","278"
2014,301,"ESC_GA3639AA_AS",1,0,"Other","301"
2014,21,"ESC_GA3638AA_AS",0,0,"21","21"
2014,21,"ESC_GA3637AA_AS",0,0,"21","21"
2014,1819,"ESC_GA3636AA_AS",0,0,"Other","1819"
2015,5879,"ESC_GA4448AA_AS",0,0,"Other","Other"
2015,245,"ESC_GA4922AA_AS",1,0,"245","245"
2013,245,"ESC_GA4921AA_AS",0,0,"245","245"
2008,245,"ESC_GA4920AA_AS",0,0,"245","245"
2015,245,"ESC_GA4919AA_AS",1,0,"245","245"
2015,245,"ESC_GA4918AA_AS",1,0,"245","245"
2015,245,"ESC_GA4917AA_AS",0,0,"245","245"
2013,245,"ESC_GA4916AA_AS",0,0,"245","245"
2012,245,"ESC_GA4915AA_AS",0,0,"245","245"
2011,245,"ESC_GA4914AA_AS",0,0,"245","245"
2013,245,"ESC_GA4913AA_AS",0,0,"245","245"
2015,245,"ESC_EB8569AA_AS",0,0,"245","245"
2013,245,"ESC_GA4911AA_AS",1,0,"245","245"
2015,245,"ESC_GA4909AA_AS",1,0,"245","245"
2012,245,"ESC_GA4908AA_AS",0,0,"245","245"
2015,245,"ESC_GA4907AA_AS",0,0,"245","245"
2011,245,"ESC_GA4906AA_AS",0,0,"245","245"
2012,245,"ESC_GA4905AA_AS",0,0,"245","245"
2015,245,"ESC_GA4904AA_AS",1,0,"245","245"
2015,245,"ESC_GA4903AA_AS",1,0,"245","245"
2012,1025,"ESC_GA4902AA_AS",1,0,"Other","1025"
2011,245,"ESC_GA4901AA_AS",0,0,"245","245"
2012,245,"ESC_GA4900AA_AS",0,0,"245","245"
2012,245,"ESC_GA4899AA_AS",1,0,"245","245"
2012,245,"ESC_GA4898AA_AS",1,0,"245","245"
2009,245,"ESC_GA4897AA_AS",0,0,"245","245"
2012,245,"ESC_GA4896AA_AS",0,0,"245","245"
2012,630,"ESC_GA4895AA_AS",1,0,"Other","630"
2015,245,"ESC_GA4894AA_AS",0,0,"245","245"
2015,245,"ESC_GA4893AA_AS",1,0,"245","245"
2011,245,"ESC_GA4892AA_AS",1,0,"245","245"
2013,245,"ESC_GA4891AA_AS",0,0,"245","245"
2015,245,"ESC_GA4890AA_AS",1,0,"245","245"
2015,245,"ESC_GA4889AA_AS",1,0,"245","245"
2012,245,"ESC_GA4888AA_AS",0,0,"245","245"
2015,630,"ESC_GA4887AA_AS",0,0,"Other","630"
2015,245,"ESC_GA4886AA_AS",1,0,"245","245"
2015,245,"ESC_GA4885AA_AS",1,0,"245","245"
2013,245,"ESC_GA4884AA_AS",0,0,"245","245"
2012,245,"ESC_GA4883AA_AS",0,0,"245","245"
2011,245,"ESC_GA4882AA_AS",0,0,"245","245"
2015,245,"ESC_GA4881AA_AS",0,0,"245","245"
2013,245,"ESC_GA4879AA_AS",1,0,"245","245"
2007,630,"ESC_GA4878AA_AS",0,0,"Other","630"
2015,245,"ESC_GA4877AA_AS",1,0,"245","245"
2015,245,"ESC_GA4876AA_AS",0,0,"245","245"
2012,245,"ESC_GA4875AA_AS",1,0,"245","245"
2015,245,"ESC_GA4873AA_AS",1,0,"245","245"
2013,245,"ESC_GA4872AA_AS",0,0,"245","245"
2015,245,"ESC_EB8570AA_AS",0,0,"245","245"
2015,245,"ESC_EB8571AA_AS",1,0,"245","245"
2015,245,"ESC_GA4869AA_AS",0,0,"245","245"
2015,245,"ESC_GA4868AA_AS",0,0,"245","245"
2012,1025,"ESC_GA4867AA_AS",1,0,"Other","1025"
2015,245,"ESC_EB8572AA_AS",1,0,"245","245"
2015,245,"ESC_GA4865AA_AS",0,0,"245","245"
2015,245,"ESC_EB8573AA_AS",1,0,"245","245"
2012,245,"ESC_GA4863AA_AS",0,0,"245","245"
2015,245,"ESC_EB8574AA_AS",1,0,"245","245"
2015,245,"ESC_GA4861AA_AS",1,0,"245","245"
2008,245,"ESC_GA4860AA_AS",0,0,"245","245"
2015,245,"ESC_EB8575AA_AS",1,0,"245","245"
2015,245,"ESC_EB8576AA_AS",0,0,"245","245"
2015,245,"ESC_GA4857AA_AS",1,0,"245","245"
2009,245,"ESC_GA4856AA_AS",0,0,"245","245"
2015,6139,"ESC_GA4855AA_AS",0,0,"Other","Other"
2015,245,"ESC_EB8577AA_AS",1,0,"245","245"
2012,245,"ESC_GA4853AA_AS",0,0,"245","245"
2013,245,"ESC_GA4852AA_AS",1,0,"245","245"
2013,245,"ESC_GA4851AA_AS",0,0,"245","245"
2013,1025,"ESC_GA4850AA_AS",0,0,"Other","1025"
2015,245,"ESC_EB8578AA_AS",1,0,"245","245"
2012,245,"ESC_GA4848AA_AS",1,0,"245","245"
2012,245,"ESC_GA4847AA_AS",0,0,"245","245"
2015,245,"ESC_GA4846AA_AS",1,0,"245","245"
2015,245,"ESC_GA4845AA_AS",1,1,"245","245"
2011,245,"ESC_GA4844AA_AS",0,0,"245","245"
2013,6138,"ESC_GA4843AA_AS",0,0,"Other","Other"
2015,245,"ESC_GA4842AA_AS",1,0,"245","245"
2012,245,"ESC_GA4841AA_AS",0,0,"245","245"
2015,245,"ESC_GA4840AA_AS",1,0,"245","245"
2012,245,"ESC_GA4839AA_AS",1,0,"245","245"
2015,245,"ESC_GA4837AA_AS",1,0,"245","245"
2012,245,"ESC_GA4836AA_AS",0,0,"245","245"
2015,245,"ESC_GA4835AA_AS",1,0,"245","245"
2015,245,"ESC_GA4834AA_AS",1,0,"245","245"
2012,245,"ESC_GA4833AA_AS",1,0,"245","245"
2015,245,"ESC_GA4832AA_AS",0,0,"245","245"
2015,245,"ESC_GA4831AA_AS",1,0,"245","245"
2015,245,"ESC_GA4830AA_AS",1,0,"245","245"
2015,167,"ESC_GA5759AA_AS",0,0,"Other","Other"
2015,167,"ESC_GA5758AA_AS",0,0,"Other","Other"
2015,167,"ESC_GA5757AA_AS",0,0,"Other","Other"
2015,167,"ESC_GA5756AA_AS",0,0,"Other","Other"
2012,167,"ESC_GA5755AA_AS",0,0,"Other","Other"
2015,354,"ESC_GA5754AA_AS",1,0,"Other","Other"
2015,354,"ESC_GA5753AA_AS",1,0,"Other","Other"
2015,354,"ESC_GA5752AA_AS",1,0,"Other","Other"
