Id,Run accession,popPUNK_cluster__autocolour,ST__autocolour,CC131_clades__autocolour,Duplicate__autocolour,year,Lab,Hospital name,Regional health authority,Regional health authority__colour,Latitude,Longitude,Clermont_Phylotype__autocolour,FimH__autocolor,folP__autocolour,gyrA__autocolour,parC__autocolour,gyrA_parC__autocolour,parE__autocolour,pmrB__autocolour,blaTEM1__autocolour,strB__autocolour,sul2__autocolour,strA__autocolour,sul1__autocolour,dfrA__autocolour,tetA__autocolour,tetB__autocolour,aadA__autocolour,mphA__autocolour,dfrA1__autocolour,aac3_Iia__autocolour,catA1__autocolour,dfrA5__autocolour,CTX-M-type__autocolour,CTX-M__autocolour,dfrA14__autocolour,blaOXA__autocolour,aph3__autocolour,catB3__autocolour,acc__autocolour,blaSHV__autocolour,dfrA12__autocolour,sul3__autocolour,cmlA1__autocolour,dfrA8__autocolour,C_mefB__autocolour,QnrS1__autocolour,floR__autocolour,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR,Ampicillin_SIR__colour,Aztreonam_SIR__colour,Cefotaxim_SIR__colour,Ceftazidim_SIR__colour,Cefuroxim_SIR__colour,Ciprofloxacin_SIR__colour,ESBL__colour,Gentamicin_SIR__colour,Meropenem_SIR__colour,Nalidixin_SIR__colour,Piperacillin_tazobactam_SIR__colour,Sulfa_SIR__colour,Tigecyklin_SIR__colour,Tobramycin_SIR__colour,Trimetoprim_sulfa_SIR__colour
30134_6_166,ERR4034135,2,95,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH27,,,,,,,,,,,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_168,ERR4034136,2,95,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_169,ERR4034137,3,106,,,2008,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH47,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_170,ERR4034138,3,69,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH27,,gyrA.S83L,,gyrA,,,,,,,sul1,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_172,ERR4034139,20,681,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_173,ERR4034140,2,416,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30134_6_174,ERR4034141,32,355,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_176,ERR4034142,9,135,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_177,ERR4034143,1,73,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_178,ERR4034144,2,95,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,R,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_18,ERR4034039,2,95,,,2015,Levanger,Sykehuset i Levanger,Helse Midt-Norge,#D9E7AE,63.741872,11.289238,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_180,ERR4034145,7,12,,,2005,Kristiansand,Sørlandet sykehus,Helse Sør-Øst,#60C3AE,58.164255,7.981261,B2,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30134_6_181,ERR4034146,1,73,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_182,ERR4034147,1,73,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH10,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,-,S,S,,R,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,#57C4AD,#57C4AD,#57C4AD,,#DB4325,,#57C4AD,,#DB4325
30134_6_185,ERR4034149,1,73,,,2004,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH10,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,S,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_186,ERR4034150,1,73,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH30,,,,,,,blaTEM1,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_188,ERR4034151,13,59,,,2011,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_189,ERR4034152,13,59,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_19,ERR4034040,3,69,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,-         ,I,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_190,ERR4034153,6,205,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B1,fimH24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_192,ERR4034154,3,69,,,2012,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,I,S,S,S,S,-         ,S,S,,S,,S,,R,#DB4325,,#EDA247,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_193,ERR4034155,4,131,A,,2008,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH41,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#DB4325
30134_6_194,ERR4034156,1,73,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_196,ERR4034157,3,69,,,2012,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,D,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,I,I,S,S,S,-         ,S,S,,S,,S,,I,#DB4325,,#EDA247,#EDA247,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#EDA247
30134_6_197,ERR4034158,2,421,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30134_6_198,ERR4034159,3,69,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_2,ERR4034031,11,10,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,A,fimH54,,gyrA.S83L,parC.S80R,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,aac3,,,,,,,aph3,,,,,,,,,,,R,S,S,S,S,I,NS,-         ,R,S,,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#DB4325,#57C4AD,,#57C4AD,,,,#DB4325
30134_6_200,ERR4034160,6,58,,,2016,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B1,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_201,ERR4034161,19,117,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,F,fimH97,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,I,S,R,R,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,#DB4325,#DB4325,,#57C4AD,,#DB4325
30134_6_202,ERR4034162,1,73,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_205,ERR4034164,3,69,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,I,NS,-         ,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#EDA247,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_206,ERR4034165,73,4598,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,A,fimH1084,,gyrA.D87Y,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,QnrS1,,R,,S,S,S,R,NS,-,S,S,,R,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#DB4325,,#57C4AD,,#DB4325
30134_6_208,ERR4034166,4,131,C2,,2008,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,sul1,dfrA17,,tetB_4,,mphA,,aac3,catA1,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,R,R,R,NS,+         ,R,,R,I,,S,,R,#DB4325,,#DB4325,#DB4325,#DB4325,#DB4325,,#DB4325,,#DB4325,#EDA247,,#57C4AD,,#DB4325
30134_6_209,ERR4034167,6,162,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B1,fimH32,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_210,ERR4034168,2,95,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_213,ERR4034170,19,117,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,F,fimH97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_214,ERR4034171,1,73,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH27,,,,,,,blaTEM1,,,,sul1,dfrA17,,tetB_4,,mphA,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,R,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_217,ERR4034173,3,69,,,2004,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,catA1,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_218,ERR4034174,2,95,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_22,ERR4034041,9,141,,,2010,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_221,ERR4034176,9,998,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH76,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_222,ERR4034177,10,538,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_224,ERR4034178,2,95,,,2008,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_225,ERR4034179,2,95,,,2008,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_226,ERR4034180,2,95,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_229,ERR4034182,6,58,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B1,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#DB4325
30134_6_23,ERR4034042,5,537,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_230,ERR4034183,6,58,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_233,ERR4034185,2,95,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH41,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30134_6_234,ERR4034186,19,117,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,F,fimH97,,,,,,,,strB_1,sul2,strA_4,sul1,,tetA_4,,,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30134_6_237,ERR4034188,7,12,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_238,ERR4034189,6,2328,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B1,fimH31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_242,ERR4034192,1,73,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH118,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30134_6_243,ERR4034193,29,491,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30134_6_245,ERR4034194,74,8318,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,E,fimH342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30134_6_246,ERR4034195,3,106,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,#F0837F,69.683086,18.982499,D,fimH47,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
