lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30134_6#221,ERR4034176,9,998,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH76,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#222,ERR4034177,10,538,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#224,ERR4034178,2,95,,,2008,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S
30134_6#225,ERR4034179,2,95,,,2008,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30134_6#226,ERR4034180,2,95,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#229,ERR4034182,6,58,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B1,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R
30134_6#23,ERR4034042,5,537,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#230,ERR4034183,6,58,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B1,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30134_6#233,ERR4034185,2,95,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30134_6#234,ERR4034186,19,117,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,F,fimH97,,,,,,,,strB_1,sul2,strA_4,sul1,,tetA_4,,,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R
30134_6#237,ERR4034188,7,12,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#238,ERR4034189,6,2328,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B1,fimH31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#242,ERR4034192,1,73,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH118,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#243,ERR4034193,29,491,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#245,ERR4034194,74,8318,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,E,fimH342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30134_6#246,ERR4034195,3,106,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH47,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#247,ERR4034196,1,73,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH12,,gyrA.G81D,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,I,S,S,-         ,I,S,,S,,S,,S
30134_6#250,ERR4034198,2,95,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,R
30134_6#251,ERR4034199,1,73,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,tetA_4,,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,I,,S,,R
30134_6#254,ERR4034201,4,131,B,,2007,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH22,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,sul1,,,,aadA2,mphA,,aac3,catA1,,,,,,,,,,dfrA12,,,,,,,R,S,S,S,S,S,S,-         ,I,S,,S,,,,R
30134_6#255,ERR4034202,4,131,C1,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,,,,,,,,CTX-M-27,CTX-M,,,,,,,,,,,,,,R,,S,S,R,R,NS,-,S,S,,S,,S,,S
30134_6#258,ERR4034204,1,73,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#259,ERR4034205,2,95,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#262,ERR4034207,9,141,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#263,ERR4034208,5,1861,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#266,ERR4034210,54,1011,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH31,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,S,R,S,,S,,R
30134_6#267,ERR4034211,11,10,,,2004,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,A,fimH23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30134_6#27,ERR4034044,6,124,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B1,fimH31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#270,ERR4034213,2,95,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,,,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30134_6#271,ERR4034214,2,421,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,I,S,S,-         ,I,S,,S,,S,,S
30134_6#274,ERR4034216,7,12,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#275,ERR4034217,1,73,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30134_6#277,ERR4034218,11,10,,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,fimH54,,,,,,,blaTEM1,,,,,,,,,,,aac3,,,CTX-M-3,CTX-M,,,,,,,,,,,,,,R,R,R,I,R,S,S,+         ,R,S,R,S,,,,S
30134_6#278,ERR4034219,7,12,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#279,ERR4034220,3,69,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#282,ERR4034222,21,10401,,,2004,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,F,fimH44,,,,,,,,strB_1,sul2,strA_4,sul1,,,tetB_4,aadA2,mphA,,,,,,,,,,,,,dfrA12,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30134_6#283,ERR4034223,8,127,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#285,ERR4034224,11,10,,,2012,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,A,fimH54,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30134_6#286,ERR4034225,7,12,,,2007,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#287,ERR4034226,4,131,C1,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,,,,,,,,CTX-M-27,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,S,S,,S,,S,,S
30134_6#289,ERR4034227,4,131,C2,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+,S,S,,S,,S,,R
30134_6#290,ERR4034228,1,73,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH12,,,,,,,,strB_1,sul2,strA_4,,,,,,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R
30134_6#291,ERR4034229,5,1193,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH64,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-,S,S,,S,,S,,S
30134_6#293,ERR4034230,5,14,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,blaTEM1,strB_3,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,QnrS1,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30134_6#294,ERR4034231,7,12,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,novel fimH204-like,,gyrA.G81D,,gyrA,,,blaTEM1,,,,sul1,,,,aadA2-like,,,,catA1,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R
30134_6#295,ERR4034232,8,127,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#297,ERR4034233,34,1304,,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30134_6#298,ERR4034234,12,410,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,C,fimH24,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,blaTEM1,,,,,dfrA17,,tetB_4,,,,,catA1,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+         ,S,S,,S,,S,,S
30134_6#299,ERR4034235,8,127,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH180,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30134_6#3,ERR4034032,4,131,B,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#30,ERR4034045,11,10,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,A,fimH215,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,R
30134_6#301,ERR4034236,6,1432,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,R,S,,S,,S,,S
30134_6#302,ERR4034237,2,95,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#303,ERR4034238,17,144,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH27,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30134_6#305,ERR4034239,14,38,,,2014,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH5,,"gyrA.D87Y, gyrA.S83V",parC.S80I,gyrA and parC,,,,strB_1,sul2,strA_1,,,,,aadA2,,dfrA1,aac3,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R
30134_6#306,ERR4034240,2,95,,,2004,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30134_6#307,ERR4034241,1,73,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH214,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30134_6#309,ERR4034242,4,131,C2,,2015,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,,,,sul1,dfrA17,tetA_4,,,mphA,,aac3,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,R,R,R,NS,+,R,S,,S,,S,,R
30134_6#31,ERR4034046,8,127,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH2,,,,,,,,,,,sul1,,,,aadA2,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#310,ERR4034243,3,69,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,R
30134_6#311,ERR4034244,2,95,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#313,ERR4034245,2,95,,,2016,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,I,R,S,S,-,S,S,,S,,S,,S
30134_6#314,ERR4034246,2,95,,,2007,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#315,ERR4034247,2,95,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#317,ERR4034248,3,69,,,2015,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,gyrA.D87G,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#319,ERR4034250,3,69,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#321,ERR4034251,2,95,,,2003,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#322,ERR4034252,10,7092,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#323,ERR4034253,2,95,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,I,R,R,S,S,+,S,S,,I,,S,,S
30134_6#325,ERR4034254,6,602,,,2007,Stavanger,Stavanger universitetssykehus,Helse Vest,B1,fimH86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30134_6#326,ERR4034255,15,372,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,novel fimH211-like,,,,,,,blaTEM1,strB_1,,strA_1,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30134_6#327,ERR4034256,2,95,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#329,ERR4034257,17,144,,,2003,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#330,ERR4034258,75,7427,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#331,ERR4034259,3,69,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH27,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30134_6#334,ERR4034260,12,88,,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,C,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,R
30134_6#335,ERR4034261,2,95,,,2002,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,R
30134_6#336,ERR4034262,11,10,,,2012,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,A,fimH28,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,,,,mphA,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,I,S,,I,,S,,R
30134_6#338,ERR4034263,12,23,,,2007,Stavanger,Stavanger universitetssykehus,Helse Vest,C,novel fimH256-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30134_6#339,ERR4034264,8,127,,,2005,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,novel fimH310-like,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,R
30134_6#34,ERR4034047,12,88,,,2003,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,C,fimH39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30134_6#340,ERR4034265,1,73,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,I,,S,,R
30134_6#342,ERR4034266,11,993,,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,A,fimH604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30134_6#343,ERR4034267,5,80,,,2008,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30134_6#344,ERR4034268,3,69,,,2013,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30134_6#346,ERR4034269,24,409,,,2007,Stavanger,Stavanger universitetssykehus,Helse Vest,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30134_6#347,ERR4034270,8,127,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#348,ERR4034271,2,95,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#35,ERR4034048,21,62,,,2014,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,F,fimH44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30134_6#350,ERR4034272,5,14,,,2007,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30134_6#351,ERR4034273,12,10272,,,2009,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,C,fimH32,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#354,ERR4034275,24,409,,,2009,Stavanger,Stavanger universitetssykehus,Helse Vest,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30134_6#355,ERR4034276,3,106,,,2010,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,D,fimH47,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30134_6#356,ERR4034277,12,88,,,2015,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,C,not detected,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30134_6#358,ERR4034278,2,95,,,2007,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30134_6#359,ERR4034279,6,1125,,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B1,fimH38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30134_6#360,ERR4034280,4,131,B,,2011,Tromsø,Universitetssykehuset Nord-Norge,Helse Nord,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
